"","workerid","trial_num","Category","Property","response"
"618",19,37,"Peacocks","dont have beautiful feathers",0.02
"619",19,39,"Kangaroos","have pouches",0.97
"620",20,1,"Sharks","have manes",0
"621",20,3,"Ticks","dont carry Lyme disease",0
"622",20,4,"Kangaroos","are juvenile",0.06
"623",20,6,"Sharks","lay eggs",0
"624",20,7,"Leopards","are full-grown",0.04
"625",20,8,"Mosquitos","dont carry malaria",0
"626",20,11,"Kangaroos","have pouches",0.75
"627",20,12,"Kangaroos","have spots",0
"628",20,13,"Tigers","have pouches",0
"629",20,14,"Leopards","have spots",0.73
"630",20,15,"Sharks","dont attack swimmers",0
"631",20,16,"Tigers","eat people",0.5
"632",20,17,"Lions","are male",0.03
"633",20,18,"Robins","carry malaria",0
"634",20,19,"Ticks","carry Lyme disease",0.94
"635",20,20,"Robins","are female",0.02
"636",20,21,"Ticks","carry Lyme disease",0.95
"637",20,22,"Leopards","have wings",0
"638",20,23,"Sharks","are white",0.04
"639",20,25,"Swans","are white",0.5
"640",20,26,"Peacocks","dont have beautiful feathers",0
"641",20,27,"Mosquitos","attack swimmers",0
"642",20,28,"Tigers","dont eat people",0
"643",20,29,"Sharks","attack swimmers",0.89
"644",20,31,"Ducks","have wings",0.17
"645",20,32,"Lions","have manes",0.78
"646",20,33,"Peacocks","have beautiful feathers",0.81
"647",20,34,"Ducks","have wings",0.26
"648",20,35,"Robins","lay eggs",0.09
"649",20,36,"Lions","lay eggs",0
"650",20,37,"Cardinals","are red",0.76
"651",20,38,"Mosquitos","carry malaria",0.93
"652",20,39,"Kangaroos","have spots",0
"653",21,1,"Leopards","have spots",0.46
"654",21,3,"Mosquitos","attack swimmers",0.24
"655",21,4,"Ticks","carry Lyme disease",0.44
"656",21,5,"Ducks","have wings",0.35
"657",21,6,"Swans","are white",0.25
"658",21,7,"Kangaroos","are juvenile",0.04
"659",21,8,"Kangaroos","have pouches",0.69
"660",21,10,"Lions","lay eggs",0
"661",21,11,"Tigers","dont eat people",0.03
"662",21,12,"Lions","have manes",0.06
"663",21,13,"Mosquitos","carry malaria",0.56
"664",21,14,"Leopards","have wings",0
"665",21,15,"Lions","are male",0.17
"666",21,17,"Kangaroos","have spots",0
"667",21,20,"Ticks","dont carry Lyme disease",0.11
"668",21,22,"Tigers","have pouches",0
"669",21,23,"Sharks","are white",0.25
"670",21,25,"Robins","carry malaria",0
"671",21,26,"Peacocks","dont have beautiful feathers",0.4
"672",21,27,"Sharks","lay eggs",0
"673",21,28,"Leopards","are full-grown",0.48
"674",21,29,"Tigers","eat people",0.38
"675",21,30,"Robins","are female",0.31
"676",21,31,"Robins","lay eggs",0.75
"677",21,32,"Cardinals","are red",0.72
"678",21,34,"Tigers","eat people",0.72
"679",21,35,"Mosquitos","dont carry malaria",0.08
"680",21,36,"Sharks","attack swimmers",0.93
"681",21,37,"Peacocks","have beautiful feathers",0.64
"682",21,39,"Sharks","dont attack swimmers",0
"683",21,40,"Sharks","have manes",0.02
"684",22,1,"Leopards","have spots",0.23
"685",22,2,"Peacocks","dont have beautiful feathers",0.05
"686",22,3,"Sharks","attack swimmers",0.47
"687",22,4,"Peacocks","have beautiful feathers",0.39
"688",22,5,"Lions","lay eggs",0
"689",22,7,"Ticks","dont carry Lyme disease",0
"690",22,8,"Leopards","have wings",0
"691",22,9,"Kangaroos","are juvenile",0.17
"692",22,11,"Robins","carry malaria",0.04
"693",22,12,"Lions","are male",0.13
"694",22,13,"Kangaroos","have spots",0
"695",22,14,"Sharks","have manes",0
"696",22,15,"Mosquitos","dont carry malaria",0
"697",22,16,"Sharks","lay eggs",0
"698",22,17,"Swans","are white",0.26
"699",22,18,"Robins","are female",0.17
"700",22,19,"Kangaroos","have pouches",0.8
"701",22,20,"Tigers","dont eat people",0
"702",22,23,"Sharks","are white",0.19
"703",22,24,"Tigers","eat people",0.29
"704",22,25,"Leopards","are full-grown",0.15
"705",22,27,"Lions","have manes",0.68
"706",22,28,"Cardinals","are red",0.13
"707",22,29,"Tigers","have pouches",0
"708",22,30,"Ducks","have wings",0.27
"709",22,31,"Mosquitos","carry malaria",1
"710",22,32,"Peacocks","have beautiful feathers",0.47
"711",22,33,"Robins","lay eggs",0.35
"712",22,34,"Sharks","dont attack swimmers",0.05
"713",22,36,"Leopards","are full-grown",0.1
"714",22,37,"Ticks","carry Lyme disease",1
"715",22,40,"Mosquitos","attack swimmers",0
"716",23,1,"Tigers","dont eat people",0.01
"717",23,4,"Lions","are male",0.33
"718",23,5,"Leopards","are full-grown",0.67
"719",23,6,"Peacocks","dont have beautiful feathers",0.17
"720",23,7,"Kangaroos","are juvenile",0.54
"721",23,10,"Mosquitos","attack swimmers",0.22
"722",23,12,"Sharks","have manes",0
"723",23,13,"Robins","lay eggs",0.51
"724",23,14,"Swans","are white",0.67
"725",23,15,"Peacocks","have beautiful feathers",1
"726",23,16,"Mosquitos","carry malaria",1
"727",23,17,"Cardinals","are red",0.66
"728",23,18,"Mosquitos","dont carry malaria",0
"729",23,19,"Ducks","have wings",0.5
"730",23,20,"Lions","lay eggs",0
"731",23,21,"Lions","have manes",1
"732",23,22,"Sharks","dont attack swimmers",0
"733",23,23,"Leopards","have spots",0.47
"734",23,24,"Sharks","attack swimmers",1
"735",23,25,"Sharks","lay eggs",0
"736",23,27,"Robins","are female",0.5
"737",23,28,"Kangaroos","have pouches",1
"738",23,29,"Leopards","are full-grown",0.49
"739",23,30,"Tigers","have pouches",0
"740",23,31,"Kangaroos","have spots",0
"741",23,33,"Ticks","carry Lyme disease",1
"742",23,34,"Leopards","have wings",0
"743",23,35,"Sharks","are white",0.51
"744",23,36,"Sharks","are white",0.5
"745",23,38,"Robins","carry malaria",0
"746",23,39,"Tigers","eat people",1
"747",23,40,"Ticks","dont carry Lyme disease",0
"748",24,1,"Lions","lay eggs",0.01
"749",24,2,"Sharks","lay eggs",0.01
"750",24,4,"Robins","lay eggs",0.49
"751",24,5,"Kangaroos","have pouches",0.83
"752",24,6,"Lions","are male",0.26
"753",24,7,"Robins","carry malaria",0.02
"754",24,8,"Ducks","have wings",0.24
"755",24,9,"Kangaroos","have spots",0.05
"756",24,10,"Leopards","have wings",0.01
"757",24,12,"Leopards","are full-grown",0.07
"758",24,13,"Lions","have manes",0.8
"759",24,15,"Ticks","carry Lyme disease",0.84
"760",24,16,"Peacocks","dont have beautiful feathers",0.14
"761",24,18,"Swans","are white",0.56
"762",24,22,"Peacocks","have beautiful feathers",0.7
"763",24,23,"Leopards","have spots",0.68
"764",24,24,"Sharks","are white",0.16
"765",24,25,"Mosquitos","carry malaria",0.97
"766",24,26,"Mosquitos","attack swimmers",0.22
"767",24,27,"Sharks","have manes",0.03
"768",24,29,"Mosquitos","dont carry malaria",0.25
"769",24,30,"Ticks","dont carry Lyme disease",0.21
"770",24,32,"Cardinals","are red",0.61
"771",24,33,"Kangaroos","are juvenile",0.19
"772",24,34,"Tigers","have pouches",0.03
"773",24,35,"Sharks","attack swimmers",0.59
"774",24,36,"Tigers","dont eat people",0.48
"775",24,37,"Sharks","dont attack swimmers",0.57
"776",24,38,"Tigers","eat people",0.48
"777",24,39,"Robins","are female",0.48
"778",25,1,"Cardinals","are red",0.03
"779",25,2,"Lions","have manes",0.83
"780",25,3,"Sharks","have manes",0
"781",25,4,"Lions","lay eggs",0.01
"782",25,5,"Lions","are male",0.01
"783",25,6,"Leopards","have spots",0.67
"784",25,7,"Peacocks","dont have beautiful feathers",0
"785",25,8,"Kangaroos","have pouches",0.86
"786",25,10,"Sharks","lay eggs",0.01
"787",25,11,"Sharks","are white",0
"788",25,12,"Mosquitos","dont carry malaria",0.01
"789",25,13,"Tigers","eat people",0.48
"790",25,15,"Mosquitos","carry malaria",0.81
"791",25,16,"Robins","carry malaria",0.01
"792",25,17,"Tigers","dont eat people",0.01
"793",25,18,"Ticks","dont carry Lyme disease",0
"794",25,19,"Leopards","have wings",0
"795",25,21,"Kangaroos","are juvenile",0
"796",25,24,"Leopards","are full-grown",0
"797",25,25,"Robins","are female",0
"798",25,27,"Sharks","dont attack swimmers",0
"799",25,28,"Swans","are white",0.06
"800",25,29,"Tigers","have pouches",0
"801",25,30,"Ticks","carry Lyme disease",0.98
"802",25,31,"Robins","lay eggs",0.5
"803",25,32,"Robins","carry malaria",0
"804",25,34,"Mosquitos","attack swimmers",0
"805",25,36,"Kangaroos","have spots",0
"806",25,37,"Sharks","attack swimmers",0.8
"807",25,39,"Ducks","have wings",0.08
"808",25,40,"Peacocks","have beautiful feathers",0.9
"809",26,2,"Ticks","carry Lyme disease",0.76
"810",26,4,"Sharks","attack swimmers",0.6
"811",26,6,"Sharks","are white",0.36
"812",26,7,"Leopards","are full-grown",0.24
"813",26,8,"Robins","lay eggs",0.34
"814",26,9,"Mosquitos","attack swimmers",0.14
"815",26,11,"Lions","have manes",0.65
"816",26,12,"Robins","lay eggs",0.43
"817",26,14,"Swans","are white",0.48
"818",26,15,"Leopards","have spots",0.61
"819",26,16,"Ticks","dont carry Lyme disease",0.3
"820",26,17,"Kangaroos","have spots",0.15
"821",26,18,"Leopards","have wings",0.01
"822",26,19,"Mosquitos","dont carry malaria",0.36
"823",26,20,"Robins","carry malaria",0.33
"824",26,21,"Ducks","have wings",0.53
"825",26,22,"Kangaroos","have pouches",0.87
"826",26,25,"Lions","lay eggs",0
"827",26,27,"Sharks","have manes",0
"828",26,28,"Tigers","eat people",0.51
"829",26,29,"Sharks","dont attack swimmers",0.41
"830",26,30,"Peacocks","dont have beautiful feathers",0.14
"831",26,31,"Tigers","dont eat people",0.37
"832",26,32,"Cardinals","are red",0.52
"833",26,33,"Robins","are female",0.42
"834",26,34,"Lions","are male",0.48
"835",26,35,"Sharks","lay eggs",0
"836",26,36,"Mosquitos","carry malaria",0.61
"837",26,37,"Tigers","have pouches",0
"838",26,38,"Kangaroos","are juvenile",0.39
"839",26,39,"Peacocks","have beautiful feathers",0.76
"840",27,1,"Sharks","lay eggs",0.09
"841",27,2,"Mosquitos","attack swimmers",0.1
"842",27,4,"Sharks","are white",0.64
"843",27,5,"Tigers","dont eat people",0.16
"844",27,6,"Kangaroos","have pouches",0.78
"845",27,8,"Kangaroos","have spots",0.06
"846",27,9,"Lions","lay eggs",0.16
"847",27,11,"Swans","are white",0.46
"848",27,12,"Cardinals","are red",0.49
"849",27,13,"Lions","are male",0.51
"850",27,14,"Tigers","have pouches",0.13
"851",27,15,"Mosquitos","carry malaria",0.85
"852",27,16,"Kangaroos","are juvenile",0.06
"853",27,17,"Leopards","have spots",0.5
"854",27,19,"Peacocks","dont have beautiful feathers",0.09
"855",27,20,"Leopards","are full-grown",0.11
"856",27,21,"Ticks","carry Lyme disease",0.53
"857",27,22,"Sharks","have manes",0.08
"858",27,24,"Lions","have manes",0.12
"859",27,25,"Tigers","eat people",0.07
"860",27,26,"Robins","are female",0.08
"861",27,27,"Robins","lay eggs",0.49
"862",27,28,"Sharks","lay eggs",0.13
"863",27,29,"Robins","carry malaria",0.14
"864",27,30,"Ticks","dont carry Lyme disease",0.49
"865",27,32,"Sharks","attack swimmers",0.79
"866",27,33,"Kangaroos","are juvenile",0.13
"867",27,34,"Leopards","have wings",0.09
"868",27,36,"Sharks","dont attack swimmers",0.12
"869",27,37,"Mosquitos","dont carry malaria",0.13
"870",27,38,"Ducks","have wings",0.49
"871",27,40,"Peacocks","have beautiful feathers",0.14
"872",28,1,"Swans","are white",0.6
"873",28,2,"Tigers","have pouches",0.01
"874",28,3,"Ducks","have wings",0.58
"875",28,5,"Peacocks","have beautiful feathers",0.73
"876",28,6,"Kangaroos","are juvenile",0.03
"877",28,7,"Kangaroos","have pouches",0.94
"878",28,8,"Sharks","have manes",0.07
"879",28,9,"Mosquitos","dont carry malaria",0.08
"880",28,10,"Ticks","carry Lyme disease",0.85
"881",28,11,"Peacocks","dont have beautiful feathers",0.26
"882",28,12,"Tigers","dont eat people",0.04
"883",28,14,"Sharks","are white",0.5
"884",28,15,"Robins","are female",0.3
"885",28,17,"Leopards","are full-grown",0.52
"886",28,18,"Ticks","dont carry Lyme disease",0.08
"887",28,20,"Robins","lay eggs",0.34
"888",28,21,"Sharks","lay eggs",0.41
"889",28,22,"Sharks","attack swimmers",0.48
"890",28,23,"Lions","have manes",0.49
"891",28,24,"Mosquitos","carry malaria",0.85
"892",28,25,"Lions","lay eggs",0.01
"893",28,26,"Cardinals","are red",0.62
"894",28,29,"Leopards","have wings",0
"895",28,31,"Mosquitos","attack swimmers",0.47
"896",28,32,"Robins","carry malaria",0.03
"897",28,33,"Leopards","have spots",0.64
"898",28,34,"Lions","are male",0.23
"899",28,35,"Sharks","dont attack swimmers",0.33
"900",28,37,"Tigers","eat people",0.49
"901",28,40,"Kangaroos","have spots",0.06
"902",29,1,"Lions","lay eggs",0
"903",29,2,"Lions","have manes",0.95
"904",29,3,"Leopards","are full-grown",0.36
"905",29,4,"Leopards","are full-grown",0.29
"906",29,5,"Mosquitos","dont carry malaria",0.5
"907",29,7,"Mosquitos","carry malaria",0.86
"908",29,8,"Ticks","carry Lyme disease",0.84
"909",29,9,"Lions","are male",0.2
"910",29,10,"Ticks","dont carry Lyme disease",0.06
"911",29,11,"Robins","are female",0.24
"912",29,12,"Ducks","have wings",0.31
"913",29,13,"Peacocks","dont have beautiful feathers",0.01
"914",29,14,"Tigers","eat people",0.59
"915",29,15,"Sharks","have manes",0.02
"916",29,16,"Robins","lay eggs",0.59
"917",29,17,"Tigers","have pouches",0
"918",29,18,"Leopards","have wings",0.01
"919",29,19,"Kangaroos","have pouches",0.76
"920",29,20,"Kangaroos","are juvenile",0.25
"921",29,22,"Sharks","lay eggs",0.04
"922",29,24,"Tigers","dont eat people",0.3
"923",29,25,"Sharks","are white",0.06
"924",29,26,"Swans","are white",0.61
"925",29,29,"Cardinals","are red",0.38
"926",29,31,"Robins","carry malaria",0
"927",29,32,"Leopards","have spots",0.55
"928",29,33,"Kangaroos","have spots",0.14
"929",29,34,"Mosquitos","attack swimmers",0
"930",29,35,"Sharks","dont attack swimmers",0.33
"931",29,36,"Sharks","attack swimmers",0.84
"932",29,37,"Sharks","have manes",0
"933",29,38,"Peacocks","have beautiful feathers",0.61
"934",29,40,"Robins","lay eggs",0.29
"935",30,1,"Lions","lay eggs",0
"936",30,2,"Robins","lay eggs",0.82
"937",30,3,"Swans","are white",0.84
"938",30,4,"Mosquitos","attack swimmers",0.07
"939",30,5,"Tigers","eat people",0.74
"940",30,6,"Mosquitos","dont carry malaria",0
"941",30,7,"Kangaroos","are juvenile",0.5
"942",30,8,"Leopards","have wings",0
"943",30,9,"Lions","are male",0.5
"944",30,10,"Ducks","have wings",0.67
"945",30,11,"Sharks","are white",0.42
"946",30,12,"Mosquitos","carry malaria",1
"947",30,16,"Sharks","have manes",0
"948",30,17,"Sharks","lay eggs",0.46
"949",30,18,"Leopards","are full-grown",0.5
"950",30,19,"Leopards","have spots",0.92
"951",30,21,"Ticks","carry Lyme disease",0.98
"952",30,22,"Sharks","attack swimmers",0.88
"953",30,24,"Tigers","have pouches",0.01
"954",30,26,"Peacocks","dont have beautiful feathers",0.5
"955",30,27,"Cardinals","are red",0.79
"956",30,29,"Kangaroos","have spots",0
"957",30,30,"Cardinals","are red",0.77
"958",30,31,"Robins","carry malaria",0.01
"959",30,32,"Ticks","dont carry Lyme disease",0.01
"960",30,34,"Robins","are female",0.57
"961",30,35,"Peacocks","have beautiful feathers",0.51
"962",30,37,"Tigers","dont eat people",0.25
"963",30,38,"Kangaroos","have pouches",1
"964",30,39,"Sharks","dont attack swimmers",0.24
"965",30,40,"Lions","have manes",0.97
"966",31,1,"Robins","are female",0.04
"967",31,2,"Lions","have manes",0.66
"968",31,3,"Tigers","eat people",0.22
"969",31,4,"Peacocks","have beautiful feathers",0.2
"970",31,5,"Sharks","have manes",0.15
"971",31,6,"Tigers","have pouches",0
"972",31,7,"Leopards","have wings",0
"973",31,8,"Sharks","lay eggs",0.04
"974",31,9,"Mosquitos","attack swimmers",0.1
"975",31,10,"Leopards","have spots",0.43
"976",31,12,"Ticks","dont carry Lyme disease",0.04
"977",31,13,"Ducks","have wings",0.11
"978",31,16,"Kangaroos","are juvenile",0.04
"979",31,17,"Mosquitos","carry malaria",0.83
"980",31,18,"Sharks","are white",0.08
"981",31,19,"Lions","lay eggs",0
"982",31,20,"Kangaroos","have pouches",0.89
"983",31,21,"Swans","are white",0.1
"984",31,22,"Kangaroos","have spots",0
"985",31,23,"Sharks","lay eggs",0.03
"986",31,24,"Leopards","are full-grown",0.04
"987",31,27,"Robins","carry malaria",0
"988",31,28,"Lions","have manes",0.38
"989",31,31,"Lions","are male",0.03
"990",31,32,"Tigers","dont eat people",0
"991",31,33,"Cardinals","are red",0.09
"992",31,34,"Peacocks","dont have beautiful feathers",0
"993",31,35,"Robins","lay eggs",0.07
"994",31,36,"Sharks","dont attack swimmers",0
"995",31,38,"Ticks","carry Lyme disease",0.84
"996",31,39,"Sharks","attack swimmers",0.96
"997",31,40,"Mosquitos","dont carry malaria",0.14
"998",32,1,"Kangaroos","have spots",0.01
"999",32,2,"Mosquitos","attack swimmers",0.28
"1000",32,3,"Tigers","eat people",0.86
"1001",32,4,"Mosquitos","carry malaria",0.97
"1002",32,5,"Kangaroos","are juvenile",0.47
"1003",32,6,"Sharks","lay eggs",0.01
"1004",32,7,"Lions","are male",0.48
"1005",32,8,"Tigers","have pouches",0.01
"1006",32,10,"Peacocks","have beautiful feathers",0.98
"1007",32,12,"Ticks","carry Lyme disease",0.98
"1008",32,13,"Lions","have manes",0.84
"1009",32,14,"Robins","carry malaria",0.01
"1010",32,17,"Sharks","dont attack swimmers",0.1
"1011",32,18,"Lions","lay eggs",0
"1012",32,19,"Kangaroos","have pouches",0.99
"1013",32,20,"Ducks","have wings",0.55
"1014",32,21,"Peacocks","dont have beautiful feathers",0.02
"1015",32,23,"Swans","are white",0.46
"1016",32,25,"Leopards","have wings",0.01
"1017",32,26,"Swans","are white",0.5
"1018",32,27,"Sharks","have manes",0.01
"1019",32,28,"Robins","lay eggs",0.64
"1020",32,29,"Cardinals","are red",0.84
"1021",32,30,"Leopards","are full-grown",0.46
"1022",32,34,"Robins","are female",0.5
"1023",32,35,"Ticks","dont carry Lyme disease",0.11
"1024",32,36,"Mosquitos","dont carry malaria",0.12
"1025",32,37,"Tigers","dont eat people",0.16
"1026",32,38,"Sharks","are white",0.47
"1027",32,39,"Leopards","have spots",0.79
"1028",32,40,"Sharks","attack swimmers",0.79
"1029",33,2,"Lions","have manes",0.85
"1030",33,3,"Kangaroos","have pouches",0.76
"1031",33,4,"Robins","lay eggs",0.45
"1032",33,5,"Tigers","dont eat people",0.41
"1033",33,6,"Cardinals","are red",0.7
"1034",33,8,"Sharks","have manes",0
"1035",33,9,"Sharks","attack swimmers",0.69
"1036",33,10,"Leopards","have wings",0.19
"1037",33,12,"Mosquitos","dont carry malaria",0.1
"1038",33,13,"Ticks","carry Lyme disease",0.17
"1039",33,14,"Sharks","dont attack swimmers",0.24
"1040",33,15,"Peacocks","dont have beautiful feathers",0.13
"1041",33,16,"Ducks","have wings",0.58
"1042",33,18,"Kangaroos","have spots",0.3
"1043",33,19,"Tigers","have pouches",0
"1044",33,20,"Leopards","are full-grown",0.61
"1045",33,21,"Kangaroos","are juvenile",0.5
"1046",33,22,"Sharks","lay eggs",0
"1047",33,23,"Leopards","have spots",0.58
"1048",33,25,"Tigers","eat people",0.42
"1049",33,26,"Lions","are male",0.71
"1050",33,27,"Ticks","dont carry Lyme disease",0
"1051",33,29,"Robins","are female",0.52
"1052",33,30,"Mosquitos","attack swimmers",0.19
"1053",33,31,"Swans","are white",0.63
"1054",33,32,"Mosquitos","carry malaria",0.66
"1055",33,33,"Lions","lay eggs",0
"1056",33,35,"Peacocks","have beautiful feathers",0.79
"1057",33,37,"Robins","are female",0.58
"1058",33,38,"Sharks","are white",0.48
"1059",33,39,"Leopards","have wings",0.12
"1060",33,40,"Robins","carry malaria",0.18
"1061",34,1,"Tigers","have pouches",0
"1062",34,4,"Leopards","are full-grown",0.19
"1063",34,5,"Sharks","attack swimmers",0.27
"1064",34,7,"Leopards","have spots",0.67
"1065",34,9,"Mosquitos","dont carry malaria",0.66
"1066",34,10,"Mosquitos","attack swimmers",0.66
"1067",34,11,"Ticks","dont carry Lyme disease",0.38
"1068",34,12,"Peacocks","have beautiful feathers",0.3
"1069",34,13,"Mosquitos","carry malaria",0.72
"1070",34,14,"Sharks","dont attack swimmers",0.11
"1071",34,15,"Lions","have manes",0.31
"1072",34,16,"Robins","lay eggs",0.25
"1073",34,17,"Lions","are male",0.4
"1074",34,18,"Kangaroos","have spots",0
"1075",34,19,"Sharks","have manes",0
"1076",34,20,"Tigers","dont eat people",0.31
"1077",34,22,"Peacocks","dont have beautiful feathers",0.7
"1078",34,24,"Ducks","have wings",0.21
"1079",34,25,"Sharks","are white",0.14
"1080",34,26,"Cardinals","are red",0.19
"1081",34,27,"Ticks","carry Lyme disease",0.61
"1082",34,28,"Kangaroos","have pouches",0.73
"1083",34,30,"Sharks","lay eggs",0
"1084",34,31,"Robins","are female",0.15
"1085",34,32,"Leopards","have wings",0
"1086",34,33,"Tigers","eat people",0.17
"1087",34,36,"Lions","lay eggs",0
"1088",34,37,"Mosquitos","attack swimmers",0.36
"1089",34,38,"Robins","carry malaria",0.12
"1090",34,39,"Kangaroos","are juvenile",0.36
"1091",34,40,"Swans","are white",0.13
"1092",35,1,"Sharks","lay eggs",0
"1093",35,2,"Peacocks","have beautiful feathers",0.6
"1094",35,3,"Robins","lay eggs",0.62
"1095",35,4,"Ducks","have wings",0.64
"1096",35,6,"Swans","are white",0.65
"1097",35,7,"Robins","carry malaria",0
"1098",35,9,"Ticks","dont carry Lyme disease",0
"1099",35,10,"Tigers","have pouches",0
"1100",35,11,"Lions","lay eggs",0
"1101",35,12,"Leopards","are full-grown",0.56
"1102",35,13,"Mosquitos","dont carry malaria",0
"1103",35,14,"Cardinals","are red",0.69
"1104",35,15,"Mosquitos","carry malaria",1
"1105",35,18,"Ticks","carry Lyme disease",1
"1106",35,19,"Mosquitos","attack swimmers",0.45
"1107",35,20,"Sharks","dont attack swimmers",0.16
"1108",35,21,"Kangaroos","are juvenile",0
"1109",35,22,"Leopards","have spots",0.7
"1110",35,23,"Kangaroos","are juvenile",0
"1111",35,24,"Lions","are male",0.51
"1112",35,25,"Lions","have manes",0.74
"1113",35,26,"Leopards","have spots",0.79
"1114",35,28,"Sharks","have manes",0
"1115",35,30,"Kangaroos","have spots",0
"1116",35,31,"Leopards","have wings",0
"1117",35,32,"Kangaroos","have pouches",1
"1118",35,33,"Tigers","dont eat people",0.24
"1119",35,35,"Sharks","attack swimmers",0.56
"1120",35,36,"Robins","are female",0.53
"1121",35,37,"Peacocks","dont have beautiful feathers",0.49
"1122",35,39,"Sharks","are white",0.63
"1123",35,40,"Tigers","eat people",0.56
"1124",36,1,"Tigers","eat people",0.77
"1125",36,2,"Ducks","have wings",0.33
"1126",36,3,"Sharks","attack swimmers",0.29
"1127",36,4,"Mosquitos","attack swimmers",0.02
"1128",36,7,"Lions","lay eggs",0
"1129",36,9,"Mosquitos","dont carry malaria",0.04
"1130",36,11,"Tigers","dont eat people",0.1
"1131",36,12,"Peacocks","dont have beautiful feathers",0.01
"1132",36,13,"Sharks","have manes",0.02
"1133",36,14,"Mosquitos","attack swimmers",0.01
"1134",36,15,"Tigers","have pouches",0.01
"1135",36,16,"Robins","lay eggs",0.93
"1136",36,17,"Swans","are white",0.53
"1137",36,18,"Kangaroos","are juvenile",0.02
"1138",36,19,"Sharks","lay eggs",0.02
"1139",36,20,"Lions","have manes",0.97
"1140",36,21,"Robins","carry malaria",0.06
"1141",36,23,"Sharks","are white",0.37
"1142",36,27,"Leopards","have spots",0.97
"1143",36,29,"Peacocks","have beautiful feathers",0.96
"1144",36,30,"Ticks","dont carry Lyme disease",0.08
"1145",36,31,"Leopards","are full-grown",0.82
"1146",36,32,"Cardinals","are red",0.72
"1147",36,33,"Leopards","have wings",0
"1148",36,34,"Ticks","carry Lyme disease",0.71
"1149",36,35,"Mosquitos","carry malaria",0.95
"1150",36,36,"Robins","are female",0.87
"1151",36,37,"Kangaroos","have pouches",0.98
"1152",36,38,"Lions","are male",0.84
"1153",36,39,"Kangaroos","have spots",0.01
"1154",36,40,"Sharks","dont attack swimmers",0.16
"1155",37,1,"Kangaroos","have pouches",0.66
"1156",37,2,"Leopards","have spots",0.31
"1157",37,4,"Robins","are female",0.02
"1158",37,6,"Lions","are male",0.03
"1159",37,7,"Mosquitos","attack swimmers",0.02
"1160",37,8,"Robins","carry malaria",0
"1161",37,10,"Sharks","lay eggs",0.05
"1162",37,11,"Kangaroos","have spots",0
"1163",37,12,"Robins","lay eggs",0.05
"1164",37,14,"Ticks","carry Lyme disease",0.18
"1165",37,15,"Kangaroos","are juvenile",0.02
"1166",37,16,"Swans","are white",0.14
"1167",37,18,"Lions","lay eggs",0
"1168",37,20,"Tigers","eat people",0.04
"1169",37,21,"Mosquitos","carry malaria",0.97
"1170",37,22,"Tigers","eat people",0.11
"1171",37,23,"Sharks","dont attack swimmers",0.04
"1172",37,24,"Peacocks","have beautiful feathers",0.28
"1173",37,25,"Lions","have manes",0.83
"1174",37,26,"Leopards","have wings",0
"1175",37,27,"Mosquitos","dont carry malaria",0
"1176",37,28,"Sharks","are white",0.12
"1177",37,29,"Leopards","are full-grown",0
"1178",37,30,"Peacocks","dont have beautiful feathers",0.04
"1179",37,31,"Sharks","attack swimmers",0.2
"1180",37,32,"Sharks","have manes",0
"1181",37,33,"Tigers","have pouches",0
"1182",37,34,"Ducks","have wings",0.04
"1183",37,35,"Cardinals","are red",0.49
"1184",37,36,"Mosquitos","attack swimmers",0
"1185",37,37,"Tigers","dont eat people",0.04
"1186",37,39,"Robins","are female",0.02
"1187",37,40,"Ticks","dont carry Lyme disease",0
"1188",38,1,"Lions","are male",0.59
"1189",38,2,"Kangaroos","have pouches",0.82
"1190",38,5,"Mosquitos","attack swimmers",0.3
"1191",38,6,"Sharks","have manes",0.05
"1192",38,8,"Leopards","have wings",0
"1193",38,9,"Ticks","carry Lyme disease",0.74
"1194",38,10,"Tigers","dont eat people",0.27
"1195",38,11,"Sharks","attack swimmers",0.78
"1196",38,12,"Sharks","dont attack swimmers",0.02
"1197",38,13,"Kangaroos","have pouches",0.75
"1198",38,14,"Lions","lay eggs",0
"1199",38,16,"Peacocks","dont have beautiful feathers",0
"1200",38,17,"Robins","carry malaria",0.12
"1201",38,18,"Robins","lay eggs",1
"1202",38,19,"Kangaroos","are juvenile",0.33
"1203",38,21,"Kangaroos","have spots",0.19
"1204",38,22,"Ticks","dont carry Lyme disease",0.27
"1205",38,23,"Leopards","are full-grown",0.48
"1206",38,24,"Tigers","have pouches",0.12
"1207",38,25,"Sharks","lay eggs",0.01
"1208",38,26,"Swans","are white",0.85
"1209",38,27,"Leopards","have spots",0.81
"1210",38,29,"Mosquitos","dont carry malaria",0.17
"1211",38,30,"Peacocks","have beautiful feathers",0.98
"1212",38,31,"Cardinals","are red",0.84
"1213",38,32,"Mosquitos","carry malaria",0.85
"1214",38,33,"Cardinals","are red",0.79
"1215",38,35,"Lions","have manes",0.9
"1216",38,36,"Ducks","have wings",0.81
"1217",38,37,"Sharks","are white",0.33
"1218",38,38,"Tigers","eat people",0.57
"1219",38,39,"Ducks","have wings",0.96
"1220",38,40,"Robins","are female",0.55
"1221",39,2,"Peacocks","have beautiful feathers",0.35
"1222",39,3,"Kangaroos","have spots",0.04
"1223",39,4,"Leopards","have spots",0.4
"1224",39,5,"Sharks","lay eggs",0.22
"1225",39,6,"Sharks","are white",0.17
"1226",39,8,"Tigers","have pouches",0.07
