"workerid","category","trial_type","trial_num","past_interval","extra_sentence","gender","character","past_freq","item","rt","response","condition"
32,"hobby","predictive",7,"5 years","Yesterday, Daniel remembered how much fun that was bought a lot of new mountain climbing gear.","male","Daniel",3,"climbs mountains",10871,"6","enabling"
32,"hobby","predictive",8,"year","Yesterday, Jessica remembered how much fun that was and bought a new tennis racket.","female","Jessica",3,"plays tennis",7649,"10","enabling"
32,"hobby","predictive",9,"2 months","Yesterday, Brian remembered how much fun those times were and bought a new pair of running shoes.","male","Brian",3,"runs",8632,"5","enabling"
32,"hobby","predictive",10,"year","Yesterday, Lucas remembered how much fun those times were and bought a lot of new hiking gear.","male","Lucas",3,"hikes",19424,"8","enabling"
32,"employment","predictive",11,"5 years","Yesterday, Kathleen grew disillusioned with the political system and wants nothing to do with it anymore.","female","Kathleen",3,"volunteers for political campaigns",9215,"0","preventative"
32,"clothing","predictive",12,"month","","female","Kim",3,"wears a suit",7104,"3","baseline"
32,"hobby","predictive",13,"year","","female","Angela",3,"plays the banjo",7463,"3","baseline"
32,"food","predictive",14,"year","Yesterday, Michael developed a peanut allergy.","male","Michael",3,"eats peanut butter",5480,"0","preventative"
32,"employment","predictive",15,"5 years","Yesterday, Alexander became fed up with the literary world and decided to never write anything again.","male","Alexander",3,"writes novels",5928,"0","preventative"
32,"entertainment","predictive",16,"year","Yesterday, Veronica learned about all the corruption in professional sports and no longer can watch it.","female","Veronica",3,"watches professional football",6952,"0","preventative"
32,"food","predictive",17,"year","","male","Eric",3,"does cocaine",4633,"5","baseline"
32,"food","predictive",18,"year","","male","William",3,"smokes marijuana",7536,"8","baseline"
32,"employment","predictive",19,"5 years","Yesterday, Brooke researched a new soup kitchen in the area and is going to volunteer with them.","female","Brooke",3,"volunteers for soup kitchens",7223,"10","enabling"
32,"employment","predictive",20,"5 years","Yesterday, Lewis got caught and vowed to never break the law again.","male","Lewis",3,"steals chewing gum",6193,"0","preventative"
32,"entertainment","predictive",21,"2 years","Yesterday, Lee went through a radical transformation and now it is against his belief to witness anything relating to space travel.","male","Lee",3,"watches space launches",7697,"0","preventative"
33,"employment","predictive",1,"year","Yesterday, Scott finished an MFA program and quit his other job to focus on writing poems.","male","Scott",3,"writes poems",11351,"30","enabling"
33,"clothing","predictive",2,"month","Yesterday, Jackie got a high paying job on Wall Street.","female","Jackie",3,"wears a suit",7188,"30","enabling"
33,"food","predictive",3,"5 years","Yesterday, Claire learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","female","Claire",3,"eats caviar",8616,"10","enabling"
33,"food","predictive",4,"year","Yesterday, Fred realized he is severely allergic to cocaine and will no longer do it.","male","Fred",3,"does cocaine",5437,"0","preventative"
33,"hobby","predictive",5,"year","Yesterday, Janet remembered how much fun that was and bought a new tennis racket.","female","Janet",3,"plays tennis",5442,"6","enabling"
33,"hobby","predictive",6,"year","Yesterday, Brooke was in a motorcycle accident and will never walk again.","female","Brooke",3,"hikes",5285,"0","preventative"
33,"employment","predictive",7,"5 years","","male","Christopher",3,"steals chewing gum",6707,"1","baseline"
33,"hobby","predictive",8,"2 months","","male","Jack",3,"runs",5730,"5","baseline"
33,"entertainment","predictive",9,"2 years","Yesterday, Kristina remembered how much enjoyable that was and researched all of the space launches in the next year within driving distance.","female","Kristina",3,"watches space launches",7202,"2","enabling"
33,"hobby","predictive",10,"5 years","Yesterday, Robert turned 80 and gave up all strenuous physical exercise because his doctor said it would be deadly.","male","Robert",3,"climbs mountains",5295,"0","preventative"
33,"employment","predictive",11,"5 years","Yesterday, Jennifer grew disillusioned with the soup kitchen system and wants nothing to do with it anymore.","female","Jennifer",3,"volunteers for soup kitchens",7276,"0","preventative"
33,"food","predictive",12,"month","Yesterday, Kelly wanted a morning jolt and bought a pound of fresh roasted coffee.","female","Kelly",3,"drinks coffee",6045,"10","enabling"
33,"food","predictive",13,"month","","female","Jessica",3,"smokes cigarettes",3744,"6","baseline"
33,"employment","predictive",14,"5 years","","male","Anthony",3,"writes novels",10580,"2","baseline"
33,"employment","predictive",15,"5 years","","female","Melinda",3,"volunteers for political campaigns",4631,"3","baseline"
33,"food","predictive",16,"month","Yesterday, Natalie gave up alcohol and entered into Alcoholics Anonymous.","female","Natalie",3,"drinks beer",3351,"0","preventative"
33,"hobby","predictive",17,"year","Yesterday, Esther remembered how much fun that was and joined her friend&quotechars band as the banjoist.","female","Esther",3,"plays the banjo",5422,"6","enabling"
33,"employment","predictive",18,"5 years","","male","Brian",3,"steals cars",3862,"1","baseline"
33,"entertainment","predictive",19,"year","Yesterday, Eric learned about all the corruption in professional sports and no longer can watch it.","male","Eric",3,"watches professional football",5636,"1","preventative"
33,"food","predictive",20,"year","Yesterday, Greg realized he is severely allergic to marijuana and will no longer smoke it.","male","Greg",3,"smokes marijuana",4383,"0","preventative"
33,"food","predictive",21,"year","","male","Josh",3,"eats peanut butter",4406,"3","baseline"
34,"hobby","predictive",1,"5 years","Yesterday, Kyle remembered how much fun that was bought a lot of new mountain climbing gear.","male","Kyle",3,"climbs mountains",14874,"10","enabling"
34,"food","predictive",2,"year","Yesterday, Julia wanted to get high and bought some cocaine.","female","Julia",3,"does cocaine",8740,"3","enabling"
34,"hobby","predictive",3,"year","","male","George",3,"plays tennis",7927,"2","baseline"
34,"food","predictive",4,"month","Yesterday, Alicia wanted a smoke and bought a pack of cigarettes.","female","Alicia",3,"smokes cigarettes",8947,"5","enabling"
34,"entertainment","predictive",5,"year","","male","Seth",3,"watches professional football",10044,"4","baseline"
34,"employment","predictive",6,"5 years","Yesterday, Jackie learned a new technique for breaking into cars.","female","Jackie",3,"steals cars",12647,"2","enabling"
34,"food","predictive",7,"month","Yesterday, Josh gave up alcohol and entered into Alcoholics Anonymous.","male","Josh",3,"drinks beer",9728,"0","preventative"
34,"clothing","predictive",8,"month","Yesterday, Crystal got fired from her job on Wall Street and now works in a pizza parlor.","female","Crystal",3,"wears a suit",11304,"2","preventative"
34,"hobby","predictive",9,"year","","female","Elisa",3,"hikes",4927,"3","baseline"
34,"food","predictive",10,"5 years","Yesterday, Theresa developed a seafood allergy.","female","Theresa",3,"eats caviar",14712,"0","preventative"
34,"employment","predictive",11,"5 years","Yesterday, Kim grew disillusioned with the political system and wants nothing to do with it anymore.","female","Kim",3,"volunteers for political campaigns",6624,"0","preventative"
34,"hobby","predictive",12,"2 months","Yesterday, Jennifer was in a car accident and became permanently paralyzed from the waist down.","female","Jennifer",3,"runs",6800,"0","preventative"
34,"food","predictive",13,"year","","male","Derrick",3,"eats peanut butter",5071,"3","baseline"
34,"employment","predictive",14,"year","","female","Claire",3,"writes poems",4423,"3","baseline"
34,"entertainment","predictive",15,"2 years","Yesterday, Jacob remembered how much enjoyable that was and researched all of the space launches in the next year within driving distance.","male","Jacob",3,"watches space launches",30863,"2","enabling"
34,"employment","predictive",16,"5 years","","male","Alexander",3,"volunteers for soup kitchens",7659,"3","baseline"
34,"food","predictive",17,"year","","male","Fred",3,"smokes marijuana",4475,"3","baseline"
34,"food","predictive",18,"month","Yesterday, Greg wanted a morning jolt and bought a pound of fresh roasted coffee.","male","Greg",3,"drinks coffee",8048,"3","enabling"
34,"employment","predictive",19,"5 years","Yesterday, Shannon finished an MFA program and quit her other job to focus on writing novels.","female","Shannon",3,"writes novels",7886,"6","enabling"
34,"employment","predictive",20,"5 years","Yesterday, Angela got caught and vowed to never break the law again.","female","Angela",3,"steals chewing gum",8655,"0","preventative"
34,"hobby","predictive",21,"year","Yesterday, Stephanie developed crippling arthritis in her hands and no longer can play musical instruments.","female","Stephanie",3,"plays the banjo",12279,"1","preventative"
35,"employment","predictive",1,"5 years","Yesterday, Claire got caught and went through a radical transformation, vowing to never break the law again.","female","Claire",3,"steals cars",24422,"2","preventative"
35,"food","predictive",2,"year","Yesterday, Crystal learned about the dietary benefits of eating peanut butter and bought a jar at the supermaket.","female","Crystal",3,"eats peanut butter",35632,"20","enabling"
35,"employment","predictive",3,"5 years","Yesterday, Robert researched a new political candidate in the area and is going to volunteer with them.","male","Robert",3,"volunteers for political campaigns",13457,"2","enabling"
35,"food","predictive",4,"5 years","Yesterday, Ronald learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","male","Ronald",3,"eats caviar",11233,"5","enabling"
35,"employment","predictive",5,"year","Yesterday, Kristina finished an MFA program and quit her other job to focus on writing poems.","female","Kristina",3,"writes poems",9784,"12","enabling"
35,"food","predictive",6,"year","Yesterday, John realized he is severely allergic to cocaine and will no longer do it.","male","John",3,"does cocaine",26792,"2","preventative"
35,"hobby","predictive",7,"year","","male","Lewis",3,"plays the banjo",9883,"1","baseline"
35,"employment","predictive",8,"5 years","","male","David",3,"writes novels",7649,"1","baseline"
35,"hobby","predictive",9,"5 years","Yesterday, Laura remembered how much fun that was bought a lot of new mountain climbing gear.","female","Laura",3,"climbs mountains",11098,"2","enabling"
35,"clothing","predictive",10,"month","","female","Veronica",3,"wears a suit",9947,"3","baseline"
35,"food","predictive",11,"year","Yesterday, Kathleen realized she is severely allergic to marijuana and will no longer smoke it.","female","Kathleen",3,"smokes marijuana",24507,"1","preventative"
35,"hobby","predictive",12,"year","Yesterday, Derrick remembered how much fun those times were and bought a lot of new hiking gear.","male","Derrick",3,"hikes",7285,"3","enabling"
35,"food","predictive",13,"month","","male","Tim",3,"drinks coffee",5518,"3","baseline"
35,"hobby","predictive",14,"2 months","Yesterday, Rebecca was in a car accident and became permanently paralyzed from the waist down.","female","Rebecca",3,"runs",12343,"0","preventative"
35,"food","predictive",15,"month","Yesterday, Angela gave up alcohol and entered into Alcoholics Anonymous.","female","Angela",3,"drinks beer",7531,"0","preventative"
35,"entertainment","predictive",16,"year","Yesterday, Stephen learned about all the corruption in professional sports and no longer can watch it.","male","Stephen",3,"watches professional football",22095,"2","preventative"
35,"entertainment","predictive",17,"2 years","Yesterday, Shannon remembered how much enjoyable that was and researched all of the space launches in the next year within driving distance.","female","Shannon",3,"watches space launches",11001,"1","enabling"
35,"employment","predictive",18,"5 years","","male","Christopher",3,"volunteers for soup kitchens",6322,"3","baseline"
35,"food","predictive",19,"month","","male","Josh",3,"smokes cigarettes",8771,"3","baseline"
35,"employment","predictive",20,"5 years","Yesterday, Ben got caught and vowed to never break the law again.","male","Ben",3,"steals chewing gum",8090,"0","preventative"
35,"hobby","predictive",21,"year","","female","Hillary",3,"plays tennis",13921,"2","baseline"
36,"hobby","predictive",1,"5 years","Yesterday, Fred remembered how much fun that was bought a lot of new mountain climbing gear.","male","Fred",3,"climbs mountains",11998,"3","enabling"
36,"food","predictive",2,"5 years","Yesterday, Josh learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","male","Josh",3,"eats caviar",7214,"4","enabling"
36,"employment","predictive",3,"5 years","","female","Ashley",3,"steals cars",4415,"2","baseline"
36,"hobby","predictive",4,"year","","female","Linda",3,"plays tennis",4328,"3","baseline"
36,"food","predictive",5,"month","Yesterday, Kathleen wanted to get tipsy and bought a six-pack of beer.","female","Kathleen",3,"drinks beer",9461,"4","enabling"
36,"hobby","predictive",6,"year","","male","George",3,"plays the banjo",3800,"3","baseline"
36,"food","predictive",7,"year","Yesterday, Greg developed a peanut allergy.","male","Greg",3,"eats peanut butter",4619,"0","preventative"
36,"hobby","predictive",8,"2 months","Yesterday, Anthony was in a car accident and became permanently paralyzed from the waist down.","male","Anthony",3,"runs",5523,"0","preventative"
36,"employment","predictive",9,"5 years","Yesterday, Monica grew disillusioned with the soup kitchen system and wants nothing to do with it anymore.","female","Monica",3,"volunteers for soup kitchens",6782,"0","preventative"
36,"food","predictive",10,"month","Yesterday, Maya developed a caffeine allergy and decided to give up all caffeine.","female","Maya",3,"drinks coffee",6447,"0","preventative"
36,"employment","predictive",11,"5 years","","male","David",3,"writes novels",4182,"2","baseline"
36,"food","predictive",12,"year","","female","Hillary",3,"does cocaine",2951,"3","baseline"
36,"food","predictive",13,"month","Yesterday, Brian wanted a smoke and bought a pack of cigarettes.","male","Brian",3,"smokes cigarettes",4958,"4","enabling"
36,"food","predictive",14,"year","","female","Elizabeth",3,"smokes marijuana",6231,"3","baseline"
36,"employment","predictive",15,"year","Yesterday, Ronald finished an MFA program and quit his other job to focus on writing poems.","male","Ronald",3,"writes poems",6096,"5","enabling"
36,"employment","predictive",16,"5 years","Yesterday, Elisa got caught and vowed to never break the law again.","female","Elisa",3,"steals chewing gum",6127,"0","preventative"
36,"entertainment","predictive",17,"year","","male","Tim",3,"watches professional football",3807,"3","baseline"
36,"clothing","predictive",18,"month","Yesterday, Angela got fired from her job on Wall Street and now works in a pizza parlor.","female","Angela",3,"wears a suit",5462,"0","preventative"
36,"employment","predictive",19,"5 years","Yesterday, Michelle researched a new political candidate in the area and is going to volunteer with them.","female","Michelle",3,"volunteers for political campaigns",7984,"4","enabling"
36,"hobby","predictive",20,"year","Yesterday, Lee was in a motorcycle accident and will never walk again.","male","Lee",3,"hikes",4994,"0","preventative"
36,"entertainment","predictive",21,"2 years","Yesterday, Brooke remembered how much enjoyable that was and researched all of the space launches in the next year within driving distance.","female","Brooke",3,"watches space launches",8115,"4","enabling"
37,"employment","predictive",1,"5 years","Yesterday, Stephen finished an MFA program and quit his other job to focus on writing novels.","male","Stephen",3,"writes novels",19647,"10","enabling"
37,"employment","predictive",2,"year","","female","Kim",3,"writes poems",6702,"3","baseline"
37,"food","predictive",3,"5 years","","male","Tom",3,"eats caviar",7223,"3","baseline"
37,"food","predictive",4,"month","","female","Jessica",3,"drinks beer",6593,"3","baseline"
37,"employment","predictive",5,"5 years","","female","Rebecca",3,"steals cars",7303,"3","baseline"
37,"hobby","predictive",6,"5 years","Yesterday, Melinda turned 80 and gave up all strenuous physical exercise because her doctor said it would be deadly.","female","Melinda",3,"climbs mountains",10856,"0","preventative"
37,"food","predictive",7,"year","Yesterday, Elizabeth wanted to get high and bought some cocaine.","female","Elizabeth",3,"does cocaine",9839,"3","enabling"
37,"food","predictive",8,"year","","female","Kelly",3,"eats peanut butter",4505,"3","baseline"
37,"entertainment","predictive",9,"2 years","Yesterday, Maya went through a radical transformation and now it is against her belief to witness anything relating to space travel.","female","Maya",3,"watches space launches",9167,"0","preventative"
37,"employment","predictive",10,"5 years","Yesterday, Angela grew disillusioned with the political system and wants nothing to do with it anymore.","female","Angela",3,"volunteers for political campaigns",7267,"0","preventative"
37,"entertainment","predictive",11,"year","","male","Lewis",3,"watches professional football",5373,"3","baseline"
37,"food","predictive",12,"year","Yesterday, Stephanie realized she is severely allergic to marijuana and will no longer smoke it.","female","Stephanie",3,"smokes marijuana",6072,"0","preventative"
37,"hobby","predictive",13,"2 months","Yesterday, Fred was in a car accident and became permanently paralyzed from the waist down.","male","Fred",3,"runs",6752,"0","preventative"
37,"hobby","predictive",14,"year","","female","Claire",3,"plays the banjo",4384,"3","baseline"
37,"hobby","predictive",15,"year","Yesterday, Lee remembered how much fun those times were and bought a lot of new hiking gear.","male","Lee",3,"hikes",18280,"10","enabling"
37,"employment","predictive",16,"5 years","Yesterday, Elisa researched a new soup kitchen in the area and is going to volunteer with them.","female","Elisa",3,"volunteers for soup kitchens",17424,"10","enabling"
37,"employment","predictive",17,"5 years","Yesterday, Linda learned a new trick to distract shopkeepers.","female","Linda",3,"steals chewing gum",8239,"10","enabling"
37,"hobby","predictive",18,"year","Yesterday, Michelle remembered how much fun that was and bought a new tennis racket.","female","Michelle",3,"plays tennis",6329,"10","enabling"
37,"food","predictive",19,"month","Yesterday, Martin quit smoking cigarettes.","male","Martin",3,"smokes cigarettes",9055,"0","preventative"
37,"food","predictive",20,"month","Yesterday, Crystal developed a caffeine allergy and decided to give up all caffeine.","female","Crystal",3,"drinks coffee",5392,"0","preventative"
37,"clothing","predictive",21,"month","Yesterday, Robert got a high paying job on Wall Street.","male","Robert",3,"wears a suit",14759,"20","enabling"
38,"entertainment","predictive",1,"2 years","","female","Bridgette",3,"watches space launches",17383,"3","baseline"
38,"hobby","predictive",2,"year","Yesterday, Alexander was in a motorcycle accident and will never walk again.","male","Alexander",3,"hikes",15159,"0","preventative"
38,"food","predictive",3,"month","Yesterday, Angela quit smoking cigarettes.","female","Angela",3,"smokes cigarettes",12983,"0","preventative"
38,"food","predictive",4,"5 years","Yesterday, Stephen developed a seafood allergy.","male","Stephen",3,"eats caviar",27464,"0","preventative"
38,"food","predictive",5,"month","Yesterday, Stephanie wanted to get tipsy and bought a six-pack of beer.","female","Stephanie",3,"drinks beer",21913,"5","enabling"
38,"food","predictive",6,"year","","male","Brian",3,"does cocaine",7407,"10","baseline"
38,"entertainment","predictive",7,"year","Yesterday, Ted remembered how much enjoyable that was and upgraded his cable to have access to all professional football games.","male","Ted",3,"watches professional football",18423,"20","enabling"
38,"hobby","predictive",8,"2 months","","female","Esther",3,"runs",7039,"3","baseline"
38,"employment","predictive",9,"5 years","Yesterday, Tom became fed up with the literary world and decided to never write anything again.","male","Tom",3,"writes novels",7503,"1","preventative"
38,"food","predictive",10,"year","Yesterday, Derrick wanted to get high and bought some marijuana.","male","Derrick",3,"smokes marijuana",9601,"10","enabling"
38,"food","predictive",11,"year","Yesterday, Elisa developed a peanut allergy.","female","Elisa",3,"eats peanut butter",6310,"0","preventative"
38,"clothing","predictive",12,"month","","female","Jennifer",3,"wears a suit",8103,"2","baseline"
38,"employment","predictive",13,"year","Yesterday, Tim became fed up with the poetry world and decided to never write poems again.","male","Tim",3,"writes poems",7816,"1","preventative"
38,"hobby","predictive",14,"year","","female","Theresa",3,"plays tennis",6759,"3","baseline"
38,"employment","predictive",15,"5 years","Yesterday, Brooke learned a new technique for breaking into cars.","female","Brooke",3,"steals cars",12529,"10","enabling"
38,"employment","predictive",16,"5 years","Yesterday, John researched a new soup kitchen in the area and is going to volunteer with them.","male","John",3,"volunteers for soup kitchens",10967,"6","enabling"
38,"employment","predictive",17,"5 years","Yesterday, Alicia researched a new political candidate in the area and is going to volunteer with them.","female","Alicia",3,"volunteers for political campaigns",19224,"6","enabling"
38,"hobby","predictive",18,"year","Yesterday, Ronald developed crippling arthritis in his hands and no longer can play musical instruments.","male","Ronald",3,"plays the banjo",5880,"0","preventative"
38,"employment","predictive",19,"5 years","","male","Gabriel",3,"steals chewing gum",11092,"2","baseline"
38,"hobby","predictive",20,"5 years","Yesterday, Hillary remembered how much fun that was bought a lot of new mountain climbing gear.","female","Hillary",3,"climbs mountains",5991,"6","enabling"
38,"food","predictive",21,"month","","female","Jessica",3,"drinks coffee",4551,"3","baseline"
39,"food","predictive",1,"year","Yesterday, Esther realized she is severely allergic to cocaine and will no longer do it.","female","Esther",3,"does cocaine",4447,"0","preventative"
39,"food","predictive",2,"year","","female","Veronica",3,"smokes marijuana",3110,"3","baseline"
39,"hobby","predictive",3,"year","","male","Lewis",3,"plays tennis",2791,"5","baseline"
39,"employment","predictive",4,"5 years","Yesterday, Christopher researched a new soup kitchen in the area and is going to volunteer with them.","male","Christopher",3,"volunteers for soup kitchens",7310,"7","enabling"
39,"food","predictive",5,"5 years","Yesterday, Tina developed a seafood allergy.","female","Tina",3,"eats caviar",3844,"0","preventative"
39,"employment","predictive",6,"year","Yesterday, Jessica finished an MFA program and quit her other job to focus on writing poems.","female","Jessica",3,"writes poems",5745,"20","enabling"
39,"hobby","predictive",7,"2 months","","female","Jackie",3,"runs",3280,"3","baseline"
39,"food","predictive",8,"month","Yesterday, Maya wanted a morning jolt and bought a pound of fresh roasted coffee.","female","Maya",3,"drinks coffee",5436,"6","enabling"
39,"employment","predictive",9,"5 years","","male","Michael",3,"steals chewing gum",3183,"2","baseline"
39,"employment","predictive",10,"5 years","","male","Cameron",3,"volunteers for political campaigns",3229,"2","baseline"
39,"food","predictive",11,"month","Yesterday, Brooke gave up alcohol and entered into Alcoholics Anonymous.","female","Brooke",3,"drinks beer",6490,"0","preventative"
39,"clothing","predictive",12,"month","","male","Scott",3,"wears a suit",2737,"3","baseline"
39,"hobby","predictive",13,"year","Yesterday, Ben was in a motorcycle accident and will never walk again.","male","Ben",3,"hikes",3380,"0","preventative"
39,"entertainment","predictive",14,"year","Yesterday, Tom remembered how much enjoyable that was and upgraded his cable to have access to all professional football games.","male","Tom",3,"watches professional football",9099,"10","enabling"
39,"entertainment","predictive",15,"2 years","Yesterday, Doug went through a radical transformation and now it is against his belief to witness anything relating to space travel.","male","Doug",3,"watches space launches",5222,"0","preventative"
39,"employment","predictive",16,"5 years","","male","Vince",3,"steals cars",2287,"2","baseline"
39,"food","predictive",17,"year","Yesterday, Kyle developed a peanut allergy.","male","Kyle",3,"eats peanut butter",8724,"0","preventative"
39,"hobby","predictive",18,"year","Yesterday, Lucas remembered how much fun that was and joined his friend&quotechars band as the banjoist.","male","Lucas",3,"plays the banjo",13672,"12","enabling"
39,"employment","predictive",19,"5 years","Yesterday, Elisa became fed up with the literary world and decided to never write anything again.","female","Elisa",3,"writes novels",9839,"0","preventative"
39,"food","predictive",20,"month","Yesterday, Claire wanted a smoke and bought a pack of cigarettes.","female","Claire",3,"smokes cigarettes",8694,"10","enabling"
39,"hobby","predictive",21,"5 years","Yesterday, William remembered how much fun that was bought a lot of new mountain climbing gear.","male","William",3,"climbs mountains",4320,"6","enabling"
40,"employment","predictive",1,"5 years","Yesterday, Ronald researched a new soup kitchen in the area and is going to volunteer with them.","male","Ronald",3,"volunteers for soup kitchens",10164,"10","enabling"
40,"food","predictive",2,"year","Yesterday, Jessica realized she is severely allergic to marijuana and will no longer smoke it.","female","Jessica",3,"smokes marijuana",29745,"0","preventative"
40,"employment","predictive",3,"year","Yesterday, Lee became fed up with the poetry world and decided to never write poems again.","male","Lee",3,"writes poems",16504,"0","preventative"
40,"clothing","predictive",4,"month","","male","Ted",3,"wears a suit",13693,"3","baseline"
40,"employment","predictive",5,"5 years","","male","William",3,"steals chewing gum",5213,"2","baseline"
40,"food","predictive",6,"5 years","Yesterday, Daniel learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","male","Daniel",3,"eats caviar",10009,"6","enabling"
40,"employment","predictive",7,"5 years","","female","Angela",3,"volunteers for political campaigns",6809,"4","baseline"
40,"food","predictive",8,"year","","male","Scott",3,"eats peanut butter",29140,"4","baseline"
40,"hobby","predictive",9,"year","Yesterday, David developed crippling arthritis in his hands and no longer can play musical instruments.","male","David",3,"plays the banjo",9904,"0","preventative"
40,"food","predictive",10,"month","Yesterday, Maya quit smoking cigarettes.","female","Maya",3,"smokes cigarettes",26255,"2","preventative"
40,"employment","predictive",11,"5 years","Yesterday, George got caught and went through a radical transformation, vowing to never break the law again.","male","George",3,"steals cars",11584,"0","preventative"
40,"hobby","predictive",12,"2 months","Yesterday, John was in a car accident and became permanently paralyzed from the waist down.","male","John",3,"runs",8199,"0","preventative"
40,"food","predictive",13,"year","Yesterday, Lucas wanted to get high and bought some cocaine.","male","Lucas",3,"does cocaine",6679,"6","enabling"
40,"food","predictive",14,"month","Yesterday, Michelle wanted a morning jolt and bought a pound of fresh roasted coffee.","female","Michelle",3,"drinks coffee",20111,"4","enabling"
40,"entertainment","predictive",15,"2 years","","female","Brooke",3,"watches space launches",170205,"4","baseline"
40,"hobby","predictive",16,"year","","male","Tim",3,"hikes",3323,"4","baseline"
40,"food","predictive",17,"month","Yesterday, Jacob wanted to get tipsy and bought a six-pack of beer.","male","Jacob",3,"drinks beer",10491,"4","enabling"
40,"hobby","predictive",18,"year","Yesterday, Jennifer remembered how much fun that was and bought a new tennis racket.","female","Jennifer",3,"plays tennis",5150,"6","enabling"
40,"employment","predictive",19,"5 years","","male","Eric",3,"writes novels",4732,"2","baseline"
40,"entertainment","predictive",20,"year","Yesterday, Natalie learned about all the corruption in professional sports and no longer can watch it.","female","Natalie",3,"watches professional football",8157,"0","preventative"
40,"hobby","predictive",21,"5 years","Yesterday, Doug remembered how much fun that was bought a lot of new mountain climbing gear.","male","Doug",3,"climbs mountains",4155,"4","enabling"
41,"clothing","predictive",1,"month","Yesterday, Doug got fired from his job on Wall Street and now works in a pizza parlor.","male","Doug",3,"wears a suit",18642,"0","preventative"
41,"food","predictive",2,"month","Yesterday, Bridgette wanted a morning jolt and bought a pound of fresh roasted coffee.","female","Bridgette",3,"drinks coffee",14283,"3","enabling"
41,"employment","predictive",3,"5 years","","female","Tina",3,"steals chewing gum",22024,"3","baseline"
41,"employment","predictive",4,"5 years","Yesterday, George grew disillusioned with the soup kitchen system and wants nothing to do with it anymore.","male","George",3,"volunteers for soup kitchens",12830,"0","preventative"
41,"hobby","predictive",5,"year","Yesterday, Elisa developed crippling arthritis in both elbows and can only move her arms extremely slowly.","female","Elisa",3,"plays tennis",7500,"0","preventative"
41,"food","predictive",6,"month","Yesterday, Josh wanted a smoke and bought a pack of cigarettes.","male","Josh",3,"smokes cigarettes",11764,"20","enabling"
41,"food","predictive",7,"year","","female","Hillary",3,"does cocaine",6112,"3","baseline"
41,"entertainment","predictive",8,"2 years","Yesterday, Martin went through a radical transformation and now it is against his belief to witness anything relating to space travel.","male","Martin",3,"watches space launches",12611,"0","preventative"
41,"employment","predictive",9,"5 years","Yesterday, Jennifer grew disillusioned with the political system and wants nothing to do with it anymore.","female","Jennifer",3,"volunteers for political campaigns",8162,"0","preventative"
41,"entertainment","predictive",10,"year","","female","Kim",3,"watches professional football",6085,"3","baseline"
41,"hobby","predictive",11,"year","Yesterday, Lee remembered how much fun that was and joined his friend&quotechars band as the banjoist.","male","Lee",3,"plays the banjo",13691,"100","enabling"
41,"food","predictive",12,"5 years","Yesterday, Janet learned about the dietary benefits of eating caviar and bought a jar at the supermaket.","female","Janet",3,"eats caviar",13394,"100","enabling"
41,"hobby","predictive",13,"5 years","","female","Natalie",3,"climbs mountains",6721,"3","baseline"
41,"food","predictive",14,"year","Yesterday, Shannon wanted to get high and bought some marijuana.","female","Shannon",3,"smokes marijuana",8936,"10","enabling"
41,"food","predictive",15,"year","","male","David",3,"eats peanut butter",5209,"3","baseline"
41,"hobby","predictive",16,"2 months","Yesterday, Stephen was in a car accident and became permanently paralyzed from the waist down.","male","Stephen",3,"runs",7866,"0","preventative"
41,"employment","predictive",17,"year","","female","Amber",3,"writes poems",5242,"3","baseline"
41,"food","predictive",18,"month","","male","Eric",3,"drinks beer",6259,"3","baseline"
41,"hobby","predictive",19,"year","Yesterday, Michelle remembered how much fun those times were and bought a lot of new hiking gear.","female","Michelle",3,"hikes",10704,"10","enabling"
41,"employment","predictive",20,"5 years","Yesterday, Fred became fed up with the literary world and decided to never write anything again.","male","Fred",3,"writes novels",9286,"0","preventative"
41,"employment","predictive",21,"5 years","Yesterday, Seth learned a new technique for breaking into cars.","male","Seth",3,"steals cars",9891,"10","enabling"
42,"food","predictive",1,"year","Yesterday, Melinda realized she is severely allergic to cocaine and will no longer do it.","female","Melinda",3,"does cocaine",9221,"0","preventative"
42,"employment","predictive",2,"year","","female","Brooke",3,"writes poems",6543,"3","baseline"
42,"food","predictive",3,"year","Yesterday, Tom learned about the dietary benefits of eating peanut butter and bought a jar at the supermaket.","male","Tom",3,"eats peanut butter",14161,"20","enabling"
42,"hobby","predictive",4,"year","Yesterday, Anthony remembered how much fun that was and joined his friend&quotechars band as the banjoist.","male","Anthony",3,"plays the banjo",10504,"20","enabling"
42,"employment","predictive",5,"5 years","Yesterday, Tina grew disillusioned with the political system and wants nothing to do with it anymore.","female","Tina",3,"volunteers for political campaigns",11367,"0","preventative"
42,"food","predictive",6,"month","","male","Daniel",3,"smokes cigarettes",10513,"5","baseline"
42,"employment","predictive",7,"5 years","Yesterday, George researched a new soup kitchen in the area and is going to volunteer with them.","male","George",3,"volunteers for soup kitchens",11369,"10","enabling"
42,"hobby","predictive",8,"year","Yesterday, Ronald was in a motorcycle accident and will never walk again.","male","Ronald",3,"hikes",11759,"0","preventative"
